parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.931224,BG1VT100R009,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.223,BG3MA350R212,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,99.18,BG3MA350R212,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,3.49,BG3MA800R223,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,13.45,BG3MA800R223,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,609.1,BG3MA800R223,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,668.25,BG3MA700R149,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,1.375,BG3MA700R149,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.142999999999999,BG1VT100R009,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,1.452056,BG1VT900R1001,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3142-01-6,total,water,uS/cm,2009,2009-01--2009-12,345.5,BG1OS700R1001,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,0.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03
RW,EEA_3151-01-7,total,water,mmol/L,2012,2012-01--2012-12,3.81417,LT500100012,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,1960.19,ES080MSPF15-17,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.008372,ES080MSPF15-17,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,4.95,ES080MSPF15-17,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,424.286,ES080MSPF15-17,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.0117,ES080MSPF15-17,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2012,2012-01--2012-12,8.18833,LT130110105,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,5.4416684,ES100MSPF2100010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,79.749,ES100MSPF2100010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,1.7306,ES100MSPF2100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,13.6364,ES100MSPF2100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.1695007999999999,ES100MSPF2100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,41.6067,ES100MSPF2100060,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2012,2012-01--2012-12,14.9,LT700108102,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3151-01-7,total,water,mmol/L,2012,2012-01--2012-12,3.865,LT700108102,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2010,2010-01--2010-12,0.004134026,ES12057,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2010,2010-01--2010-12,92.6,ES12057,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-03-3,total,water,mg{N}/L,2010,2010-01--2010-12,0.1453,ES12057,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-01-1,total,water,mg{N}/L,2010,2010-01--2010-12,0.1667,ES12222,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2010,2010-01--2010-12,8.2733,ES12222,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-01-5,total,water,mg{O2}/L,2010,2010-01--2010-12,0.7222,ES030MSPF0804010,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2010,2010-01--2010-12,21.384,ES018MSPFES189MAR001580,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2010,2010-01--2010-12,0.3527832,ES018MSPFES189MAR001580,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3142-01-6,total,water,uS/cm,2012,2012-01--2012-12,754.1669999999997,LT150103703,Lithuania,44.7230757742448,17.622537763760466,1538269.0,0.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,11.5455,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,4.0604444,ES100MSPF1100040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7440-50-8,dissolved,water,ug/L,2015,2015-01-01--2015-12-31,3.81894444444445,RORW14-1_B4,Ukraine,77.0296708039151,3.875411416832277,13187615.0,0.0,22769.375,0.269239353924442,11.108261108398432,1.064468094723621,124000201623.066,37.0,5.0,4.0,22.0,25.0,7.0,0.0,0.0,0.0,3.2
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.8700640500000001,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2009,2009-01--2009-12,0.053377571,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,97.3364,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,57.3916,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.72128,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7440-66-6,dissolved,water,ug/L,2015,2015-01-01--2015-12-31,50.0,RORW14-1_B4,Ukraine,77.0296708039151,3.875411416832277,13187615.0,0.0,22769.375,0.269239353924442,11.108261108398432,1.064468094723621,124000201623.066,37.0,5.0,4.0,22.0,25.0,7.0,0.0,0.0,0.0,3.2
RW,CAS_7440-47-3,dissolved,water,ug/L,2015,2015-01-01--2015-12-31,0.5,RORW14-1_B4,Ukraine,77.0296708039151,3.875411416832277,13187615.0,0.0,22769.375,0.269239353924442,11.108261108398432,1.064468094723621,124000201623.066,37.0,5.0,4.0,22.0,25.0,7.0,0.0,0.0,0.0,3.2
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,0.461,ES10358,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.0425,ES10358,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,43.7816,ES100MSPF1000940,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,2.5917,ES100MSPF1000940,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0411,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,21.8816,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,3.1667,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,16.9091,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,1.421308,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,3.5091,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.9182,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,87.5255,ES100MSPF1100040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.1642,ES100MSPF1000940,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.28345235,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2009,2009-01--2009-12,0.004134026,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,11.7,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,1.2848,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,1.6485,ES100MSPF1100040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.8364,ES100MSPF1100040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,14.336,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.4703,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,111.554,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,0.0978,ES014MSPFES-014-MR-204-000-05-00,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-05-5,total,water,mg{N}/L,2009,2009-01--2009-12,0.3317,ES014MSPFES-014-MR-204-000-05-00,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3161-02-2,total,water,mg{N}/L,2009,2009-01--2009-12,0.2855,ES014MSPFES-014-MR-204-000-05-00,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-01--2009-12,0.172,ES10358,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,8.459,ES10358,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,13.6464,ES10358,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,96.4873504,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,1645.63,ES100MSPF1100020,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.0072259,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,88.6,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,15.0833,ES100MSPF1000940,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0091,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.0333592,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.4,ES100MSPF1100030,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_31613-01-1,total,water,mg{NH3}/L,2009,2009-01--2009-12,0.008632819,ES100MSPF1100040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,EEA_3131-01-9,total,water,%,2009,2009-01--2009-12,92.0636,ES100MSPF1100040,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,21.192049,ES100MSPF1100080,Spain,93.6771974435832,15.047884084971097,50941692.0,0.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84
